,user_id,user_text,intent,slots,entities,action,response_text
10,U9Q3FND6E,No its ok!,"{'confidence': 0.47617232580025026, 'name': 'works-by - no'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],works_by_works_by_no,ok!
11,U9Q3FND6E,Hi,"{'confidence': 0.8896805690237792, 'name': 'hello'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],input_welcome,Hello!
12,U9Q3FND6E,Tell me one work by Beethoven,"{'confidence': 0.6796165144335103, 'name': 'works-by'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': None, 'works-by-followup': None}","[{'confidence': 0.8438109938911877, 'end': 11, 'entity': 'number', 'extractor': 'ner_crf', 'start': 8, 'value': 'one'}, {'confidence': 0.9982867349480771, 'end': 29, 'entity': 'doremus-artist', 'extractor': 'ner_crf', 'processors': ['ner_synonyms'], 'start': 20, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}, {'confidence': None, 'end': 11, 'entity': 'CARDINAL', 'extractor': 'ner_spacy', 'start': 8, 'value': 'one'}, {'confidence': None, 'end': 29, 'entity': 'PERSON', 'extractor': 'ner_spacy', 'processors': ['ner_synonyms'], 'start': 20, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}]",works_by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period."
13,U9Q3FND6E,Yes thanks!,"{'confidence': 0.7443427404719587, 'name': 'works-by - yes'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': None, 'works-by-followup': None}",[],works_by_works_by_yes,"Ok, tell me what"
14,U9Q3FND6E,An instrument,"{'confidence': 0.38661300307052643, 'name': 'works-by-instrument'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': 'doremus-instrument', 'works-by-followup': None}",[],works_by_instrument,Ok! Just tell me the instrument
15,U9Q3FND6E,/Default Fallback Intent,"{'confidence': 1.0, 'name': 'Default Fallback Intent'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],input_unknown,"Sorry, can you say that again?"
16,U9Q3FND6E,hi,"{'confidence': 0.8896805690237792, 'name': 'hello'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],input_welcome,Good day!
17,U9Q3FND6E,Tell me one work by Beethoven!,"{'confidence': 0.664780903145921, 'name': 'works-by'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': None, 'works-by-followup': None}","[{'confidence': 0.843810990016185, 'end': 11, 'entity': 'number', 'extractor': 'ner_crf', 'start': 8, 'value': 'one'}, {'confidence': 0.9917270960755166, 'end': 29, 'entity': 'doremus-artist', 'extractor': 'ner_crf', 'processors': ['ner_synonyms'], 'start': 20, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}, {'confidence': None, 'end': 11, 'entity': 'CARDINAL', 'extractor': 'ner_spacy', 'start': 8, 'value': 'one'}, {'confidence': None, 'end': 29, 'entity': 'PERSON', 'extractor': 'ner_spacy', 'processors': ['ner_synonyms'], 'start': 20, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}]",works_by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period."
18,U9Q3FND6E,hi,"{'confidence': 0.8896805690237792, 'name': 'hello'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],input_welcome,Greetings!
19,U9Q3FND6E,hi,"{'confidence': 0.8896805690237792, 'name': 'hello'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],input_welcome,Hi! Everyday I try to learn as much as possible about music. Try me if you dont believe it!
20,U9Q3FND6E,hi,"{'confidence': 0.8896805690237792, 'name': 'hello'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],input_welcome,Greetings!
21,U9Q3FND6E,Give me 2 works by Beethoven!,"{'confidence': 0.8928851007886095, 'name': 'works-by'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': '2', 'requested_slot': None, 'works-by-followup': None}","[{'confidence': 0.9725170785357802, 'end': 9, 'entity': 'number', 'extractor': 'ner_crf', 'start': 8, 'value': '2'}, {'confidence': 0.9917310348748926, 'end': 28, 'entity': 'doremus-artist', 'extractor': 'ner_crf', 'processors': ['ner_synonyms'], 'start': 19, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}, {'confidence': None, 'end': 9, 'entity': 'CARDINAL', 'extractor': 'ner_spacy', 'start': 8, 'value': '2'}, {'confidence': None, 'end': 28, 'entity': 'ORG', 'extractor': 'ner_spacy', 'processors': ['ner_synonyms'], 'start': 19, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}]",works_by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period."
22,U9Q3FND6E,hi,"{'confidence': 0.8896805690237792, 'name': 'hello'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],input_welcome,Greetings!
23,U9Q3FND6E,Give me 2 works by Beethoven!,"{'confidence': 0.8928851007886095, 'name': 'works-by'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': '2', 'requested_slot': None, 'works-by-followup': None}","[{'confidence': 0.9725170785357802, 'end': 9, 'entity': 'number', 'extractor': 'ner_crf', 'start': 8, 'value': '2'}, {'confidence': 0.9917310348748926, 'end': 28, 'entity': 'doremus-artist', 'extractor': 'ner_crf', 'processors': ['ner_synonyms'], 'start': 19, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}, {'confidence': None, 'end': 9, 'entity': 'CARDINAL', 'extractor': 'ner_spacy', 'start': 8, 'value': '2'}, {'confidence': None, 'end': 28, 'entity': 'ORG', 'extractor': 'ner_spacy', 'processors': ['ner_synonyms'], 'start': 19, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}]",works_by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period."
24,U9Q3FND6E,Give me 2 works by Beethoven!,"{'confidence': 0.8928851007886095, 'name': 'works-by'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': '2', 'requested_slot': None, 'works-by-followup': None}","[{'confidence': 0.9725170785357802, 'end': 9, 'entity': 'number', 'extractor': 'ner_crf', 'start': 8, 'value': '2'}, {'confidence': 0.9917310348748926, 'end': 28, 'entity': 'doremus-artist', 'extractor': 'ner_crf', 'processors': ['ner_synonyms'], 'start': 19, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}, {'confidence': None, 'end': 9, 'entity': 'CARDINAL', 'extractor': 'ner_spacy', 'start': 8, 'value': '2'}, {'confidence': None, 'end': 28, 'entity': 'ORG', 'extractor': 'ner_spacy', 'processors': ['ner_synonyms'], 'start': 19, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}]",works_by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period."
25,U9Q3FND6E,Hi,"{'confidence': 0.8896805690237792, 'name': 'hello'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],input_welcome,Hi! Everyday I try to learn as much as possible about music. Try me if you dont believe it!
26,U9Q3FND6E,Give me 2 works by Beethoven,"{'confidence': 0.9239425168386747, 'name': 'works-by'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': '2', 'requested_slot': None, 'works-by-followup': None}","[{'confidence': 0.9725170778163233, 'end': 9, 'entity': 'number', 'extractor': 'ner_crf', 'start': 8, 'value': '2'}, {'confidence': 0.998292057279476, 'end': 28, 'entity': 'doremus-artist', 'extractor': 'ner_crf', 'processors': ['ner_synonyms'], 'start': 19, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}, {'confidence': None, 'end': 9, 'entity': 'CARDINAL', 'extractor': 'ner_spacy', 'start': 8, 'value': '2'}, {'confidence': None, 'end': 28, 'entity': 'PERSON', 'extractor': 'ner_spacy', 'processors': ['ner_synonyms'], 'start': 19, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}]",works_by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period."
27,U9Q3FND6E,Yes thanks,"{'confidence': 0.7917889166166372, 'name': 'works-by - yes'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': '2', 'requested_slot': None, 'works-by-followup': None}",[],works_by_works_by_yes,"Ok, tell me what"
28,U9Q3FND6E,Give me one work by Beethoven,"{'confidence': 0.8219265833918163, 'name': 'works-by'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': None, 'works-by-followup': None}","[{'confidence': 0.8438288750914641, 'end': 11, 'entity': 'number', 'extractor': 'ner_crf', 'start': 8, 'value': 'one'}, {'confidence': 0.9982867353293801, 'end': 29, 'entity': 'doremus-artist', 'extractor': 'ner_crf', 'processors': ['ner_synonyms'], 'start': 20, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}, {'confidence': None, 'end': 11, 'entity': 'CARDINAL', 'extractor': 'ner_spacy', 'start': 8, 'value': 'one'}, {'confidence': None, 'end': 29, 'entity': 'PERSON', 'extractor': 'ner_spacy', 'processors': ['ner_synonyms'], 'start': 20, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}]",works_by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period."
29,U9Q3FND6E,Yes thanks,"{'confidence': 0.7917889166166372, 'name': 'works-by - yes'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': None, 'works-by-followup': None}",[],works_by_works_by_yes,"Ok, tell me what"
30,U9Q3FND6E,An instrument,"{'confidence': 0.38661300307052643, 'name': 'works-by-instrument'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': 'doremus-instrument', 'works-by-followup': None}",[],works_by_instrument,Ok! Just tell me the instrument
31,U9Q3FND6E,/Default Fallback Intent,"{'confidence': 1.0, 'name': 'Default Fallback Intent'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],input_unknown,What was that?
32,U9Q3FND6E,Give me one work by Beethoven,"{'confidence': 0.8219265833918163, 'name': 'works-by'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': None, 'works-by-followup': None}","[{'confidence': 0.8438288750914641, 'end': 11, 'entity': 'number', 'extractor': 'ner_crf', 'start': 8, 'value': 'one'}, {'confidence': 0.9982867353293801, 'end': 29, 'entity': 'doremus-artist', 'extractor': 'ner_crf', 'processors': ['ner_synonyms'], 'start': 20, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}, {'confidence': None, 'end': 11, 'entity': 'CARDINAL', 'extractor': 'ner_spacy', 'start': 8, 'value': 'one'}, {'confidence': None, 'end': 29, 'entity': 'PERSON', 'extractor': 'ner_spacy', 'processors': ['ner_synonyms'], 'start': 20, 'value': '6963af5e-b126-3d40-a84b-97e0b78f5452'}]",works_by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period."
33,U9Q3FND6E,Yes thanks,"{'confidence': 0.7917889166166372, 'name': 'works-by - yes'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': None, 'works-by-followup': None}",[],works_by_works_by_yes,"Ok, tell me what"
34,U9Q3FND6E,An instrument,"{'confidence': 0.38661300307052643, 'name': 'works-by-instrument'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '6963af5e-b126-3d40-a84b-97e0b78f5452', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': 'doremus-instrument', 'works-by-followup': None}",[],works_by_instrument,Ok! Just tell me the instrument
35,U9Q3FND6E,/Default Fallback Intent,"{'confidence': 1.0, 'name': 'Default Fallback Intent'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],input_unknown,"Sorry, can you say that again?"
36,U9Q3FND6E,No its ok,"{'confidence': 0.5879478208208169, 'name': 'works-by - no'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],works_by_works_by_no,ok!
37,U9Q3FND6E,Give me one work by Mozart,"{'confidence': 0.8893660722367004, 'name': 'works-by'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '2f7fc858-1fc0-3f39-8d06-684f4912ce01', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': None, 'works-by-followup': None}","[{'confidence': 0.8438293147221362, 'end': 11, 'entity': 'number', 'extractor': 'ner_crf', 'start': 8, 'value': 'one'}, {'confidence': 0.9974638863538555, 'end': 26, 'entity': 'doremus-artist', 'extractor': 'ner_crf', 'processors': ['ner_synonyms'], 'start': 20, 'value': '2f7fc858-1fc0-3f39-8d06-684f4912ce01'}, {'confidence': None, 'end': 11, 'entity': 'CARDINAL', 'extractor': 'ner_spacy', 'start': 8, 'value': 'one'}, {'confidence': None, 'end': 26, 'entity': 'PERSON', 'extractor': 'ner_spacy', 'processors': ['ner_synonyms'], 'start': 20, 'value': '2f7fc858-1fc0-3f39-8d06-684f4912ce01'}]",works_by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period."
38,U9Q3FND6E,Yes thanks,"{'confidence': 0.7917889166166372, 'name': 'works-by - yes'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '2f7fc858-1fc0-3f39-8d06-684f4912ce01', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': None, 'works-by-followup': None}",[],works_by_works_by_yes,"Ok, tell me what"
39,U9Q3FND6E,An instrument,"{'confidence': 0.38661300307052643, 'name': 'works-by-instrument'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': '2f7fc858-1fc0-3f39-8d06-684f4912ce01', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': 'doremus-instrument', 'works-by-followup': None}",[],works_by_instrument,Ok! Just tell me the instrument
40,U9Q3FND6E,/Default Fallback Intent,"{'confidence': 1.0, 'name': 'Default Fallback Intent'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],input_unknown,What was that?
41,U9Q3FND6E,No its ok,"{'confidence': 0.5879478208208169, 'name': 'works-by - no'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],works_by_works_by_no,ok!
42,U9Q3FND6E,Give me one work by Vivaldi,"{'confidence': 0.8893660722367004, 'name': 'works-by'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': 'b34f92ab-ad86-361b-a8b8-5c3a4db784d0', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': None, 'works-by-followup': None}","[{'confidence': 0.8438313244034439, 'end': 11, 'entity': 'number', 'extractor': 'ner_crf', 'start': 8, 'value': 'one'}, {'confidence': 0.9987070388101079, 'end': 27, 'entity': 'doremus-artist', 'extractor': 'ner_crf', 'processors': ['ner_synonyms'], 'start': 20, 'value': 'b34f92ab-ad86-361b-a8b8-5c3a4db784d0'}, {'confidence': None, 'end': 11, 'entity': 'CARDINAL', 'extractor': 'ner_spacy', 'start': 8, 'value': 'one'}, {'confidence': None, 'end': 27, 'entity': 'PERSON', 'extractor': 'ner_spacy', 'processors': ['ner_synonyms'], 'start': 20, 'value': 'b34f92ab-ad86-361b-a8b8-5c3a4db784d0'}]",works_by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period."
43,U9Q3FND6E,Yes thanks,"{'confidence': 0.7917889166166372, 'name': 'works-by - yes'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': 'b34f92ab-ad86-361b-a8b8-5c3a4db784d0', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': None, 'works-by-followup': None}",[],works_by_works_by_yes,"Ok, tell me what"
44,U9Q3FND6E,An instrument,"{'confidence': 0.38661300307052643, 'name': 'works-by-instrument'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': 'b34f92ab-ad86-361b-a8b8-5c3a4db784d0', 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': 'one', 'requested_slot': 'doremus-instrument', 'works-by-followup': None}",[],works_by_instrument,Ok! Just tell me the instrument
45,U9Q3FND6E,/Default Fallback Intent,"{'confidence': 1.0, 'name': 'Default Fallback Intent'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],input_unknown,What was that?
46,U9Q3FND6E,No its ok,"{'confidence': 0.5879478208208169, 'name': 'works-by - no'}","{'date-period': None, 'discover-artist': None, 'doremus-artist': None, 'doremus-genre': None, 'doremus-instrument': None, 'doremus-strictly': None, 'geo-city': None, 'number': None, 'requested_slot': None, 'works-by-followup': None}",[],works_by_works_by_no,ok!
